post_id,post_date,platform,hashtag,content_type,region,views,likes,shares,comments,engagement_level,year,month,engagement_score,engagement_growth,revival_label,cluster
Post_2268,2022-05-31,TikTok,#tech,Tweet,Australia,2188892,461087,83275,9604,High,2022,5,2742858,2.302221259074656,1,1
Post_2453,2022-05-27,YouTube,#tech,Tweet,Japan,405063,366573,35185,36177,Medium,2022,5,842998,-0.6926570752113307,0,1
Post_2844,2022-05-17,YouTube,#tech,Live Stream,Brazil,3707778,357641,98906,36604,Medium,2022,5,4200929,3.983320245125137,1,0
Post_3068,2022-05-18,TikTok,#tech,Reel,India,1720905,218906,90499,10677,High,2022,5,2040987,-0.5141581778697045,0,1
Post_3312,2022-05-15,Twitter,#tech,Shorts,Japan,1953776,361649,78420,29515,High,2022,5,2423360,0.1873471021618462,0,1
Post_3579,2022-05-20,Twitter,#tech,Video,USA,1777426,55185,14532,34839,Medium,2022,5,1881982,-0.2233997425062722,0,1
Post_3741,2022-05-17,Twitter,#tech,Reel,USA,1038000,257996,5989,42160,Low,2022,5,1344145,-0.2857822232093612,0,1
Post_3851,2022-05-05,Instagram,#tech,Post,USA,1563039,135115,16789,43702,High,2022,5,1758645,0.3083744685283209,0,1
Post_3956,2022-05-12,YouTube,#tech,Shorts,UK,780047,177389,26953,373,Medium,2022,5,984762,-0.4400450346715795,0,1
Post_4365,2022-05-02,Twitter,#tech,Reel,UK,3740619,239084,56082,20155,High,2022,5,4055940,3.118700762214626,1,0
Post_4875,2022-05-01,Twitter,#tech,Reel,India,1725937,394633,84477,15862,High,2022,5,2220909,-0.4524305093270611,0,1
Post_637,2022-06-16,TikTok,#tech,Post,Canada,324152,481882,93067,23282,High,2022,6,922383,-0.5846822179567015,0,1
Post_680,2022-06-22,Instagram,#tech,Video,Brazil,1904069,426897,58669,35210,High,2022,6,2424845,1.628891685991611,1,1
Post_790,2022-06-29,YouTube,#tech,Tweet,Japan,2302608,174419,24390,18624,High,2022,6,2520041,0.0392585917862791,0,1
Post_980,2022-06-06,TikTok,#tech,Shorts,Japan,1517604,160995,69788,23037,High,2022,6,1771424,-0.2970654048882538,0,1
Post_1288,2022-06-20,TikTok,#tech,Tweet,Brazil,1622096,119815,41769,1529,Medium,2022,6,1785209,0.0077818749209674,0,1
Post_1390,2022-06-24,YouTube,#tech,Tweet,Germany,1064061,290505,80733,47868,Low,2022,6,1483167,-0.1691913943969585,0,1
Post_1491,2022-06-01,YouTube,#tech,Post,Canada,2479066,402001,44542,16506,High,2022,6,2942115,0.9836707531923244,0,1
Post_1575,2022-06-01,YouTube,#tech,Reel,USA,2833025,156803,67252,2601,Low,2022,6,3059681,0.0399596888632838,0,1
Post_1639,2022-06-13,Twitter,#tech,Tweet,Canada,731918,405408,33684,24680,High,2022,6,1195690,-0.6092108948612617,0,1
Post_1749,2022-06-23,YouTube,#tech,Live Stream,Germany,502571,222460,43807,47455,High,2022,6,816293,-0.3173038162065418,0,1
Post_1799,2022-06-26,YouTube,#tech,Tweet,UK,4217172,258038,5572,25183,Low,2022,6,4505965,4.520033860390815,1,0
Post_1803,2022-06-05,YouTube,#tech,Shorts,Australia,2082007,190921,58478,48329,Low,2022,6,2379735,-0.4718700655686406,0,1
Post_2070,2022-06-04,Instagram,#tech,Reel,Germany,3658771,290514,58998,36045,High,2022,6,4044328,0.6994867075535722,0,0
Post_2546,2022-06-21,Twitter,#tech,Post,Germany,4002361,185270,4346,44739,High,2022,6,4236716,0.0475698311314018,0,0
Post_2951,2022-06-27,TikTok,#tech,Live Stream,Brazil,880025,262765,56763,25619,Low,2022,6,1225172,-0.7108203618085328,0,1
Post_3081,2022-06-28,TikTok,#tech,Video,Australia,2056875,483813,54265,10201,Low,2022,6,2605154,1.1263577685418862,0,1
Post_3084,2022-06-28,Instagram,#tech,Shorts,Germany,4843527,125726,6638,10865,High,2022,6,4986756,0.914188566203764,0,0
Post_3372,2022-06-22,TikTok,#tech,Video,Japan,1042317,269878,29285,42348,Medium,2022,6,1383828,-0.7224993562949541,0,1
Post_3480,2022-06-09,Instagram,#tech,Post,UK,3402750,453691,25559,1846,High,2022,6,3883846,1.806595906427677,1,0
Post_3513,2022-06-01,YouTube,#tech,Tweet,Australia,4171682,387109,61595,38086,Low,2022,6,4658472,0.1994481758545523,0,0
Post_3903,2022-06-09,Instagram,#tech,Shorts,Japan,3407877,297655,26196,29062,High,2022,6,3760790,-0.1926988076777106,0,0
Post_4499,2022-06-30,TikTok,#tech,Video,Australia,4704584,289582,50984,18427,Low,2022,6,5063577,0.3464131206475236,0,0
Post_4598,2022-06-08,Twitter,#tech,Tweet,Germany,3628910,263811,70589,13708,Low,2022,6,3977018,-0.2145832876640366,0,0
Post_4625,2022-06-06,Instagram,#tech,Video,UK,1766643,372453,31196,35447,Low,2022,6,2205739,-0.4453786731666791,0,1
Post_4672,2022-06-30,Twitter,#tech,Tweet,USA,4409288,179602,85822,39078,Low,2022,6,4713790,1.13705701354512,0,0
Post_95,2022-07-21,TikTok,#tech,Video,Germany,128472,444670,64311,7956,Medium,2022,7,645409,-0.8630806633303563,0,1
Post_210,2022-07-13,TikTok,#tech,Live Stream,UK,2651939,209375,2127,12291,Low,2022,7,2875732,3.4556738440275856,1,1
Post_527,2022-07-03,TikTok,#tech,Video,USA,309064,499745,31698,23489,Medium,2022,7,863996,-0.6995561477912406,0,1
Post_600,2022-07-18,Twitter,#tech,Reel,India,1785067,468653,40159,15054,Low,2022,7,2308933,1.672388529576526,1,1
Post_985,2022-07-25,TikTok,#tech,Shorts,Germany,3590490,177470,69628,13394,High,2022,7,3850982,0.6678621683695456,0,0
Post_1043,2022-07-19,Twitter,#tech,Shorts,USA,2876540,10981,63070,9201,Low,2022,7,2959792,-0.2314188952324368,0,1
Post_1141,2022-07-27,TikTok,#tech,Post,Brazil,4569045,140232,946,8215,Medium,2022,7,4718438,0.5941789152751273,0,0
Post_1182,2022-07-15,Twitter,#tech,Post,Australia,3036452,221744,11077,49900,High,2022,7,3319173,-0.2965525879538949,0,1
Post_1235,2022-07-01,Twitter,#tech,Tweet,Canada,803980,242545,76839,34020,Low,2022,7,1157384,-0.6513035024085818,0,1
Post_1303,2022-07-13,YouTube,#tech,Tweet,Canada,736289,485171,37329,48944,Medium,2022,7,1307733,0.1299041631817961,0,1
Post_1358,2022-07-01,Twitter,#tech,Shorts,India,3671946,28063,80288,21251,Low,2022,7,3801548,1.9069756594044809,1,0
Post_1518,2022-07-25,Instagram,#tech,Shorts,Brazil,2804201,214403,58405,45421,High,2022,7,3122430,-0.1786424898488721,0,1
Post_2248,2022-07-27,Twitter,#tech,Tweet,Canada,4549360,280796,69638,48578,Low,2022,7,4948372,0.5847823650169899,0,0
Post_2953,2022-07-21,YouTube,#tech,Live Stream,Canada,4695675,332129,80070,7343,Medium,2022,7,5115217,0.0337171498019954,0,0
Post_3013,2022-07-15,Twitter,#tech,Live Stream,UK,703331,175184,57753,39627,Medium,2022,7,975895,-0.8092172824730604,0,1
Post_3099,2022-07-10,TikTok,#tech,Shorts,USA,3651573,413842,15494,39353,Low,2022,7,4120262,3.222034132770431,1,0
Post_3155,2022-07-01,YouTube,#tech,Post,Brazil,2056076,481020,94615,25181,Medium,2022,7,2656892,-0.3551643075124834,0,1
Post_3415,2022-07-13,Twitter,#tech,Reel,Australia,2855352,222286,2629,23341,Medium,2022,7,3103608,0.1681347981024445,0,1
Post_3451,2022-07-02,TikTok,#tech,Shorts,Canada,3437467,37438,49845,42965,Low,2022,7,3567715,0.1495378926720127,0,1
Post_3576,2022-07-13,YouTube,#tech,Video,Germany,1868860,495678,1511,35019,High,2022,7,2401068,-0.3270011758226203,0,1
Post_3942,2022-07-09,Instagram,#tech,Post,Canada,234535,251440,28477,22111,High,2022,7,536563,-0.7765315268039056,0,1
Post_3948,2022-07-24,YouTube,#tech,Live Stream,USA,3857226,337967,30773,37272,High,2022,7,4263238,6.945456544711432,1,0
Post_4789,2022-07-27,TikTok,#tech,Live Stream,USA,2847991,406067,52565,33962,Low,2022,7,3340585,-0.2164207112058955,0,1
Post_4845,2022-07-11,Twitter,#tech,Video,Germany,715400,135773,17076,35509,High,2022,7,903758,-0.7294611572523975,0,1
Post_223,2022-08-09,Instagram,#tech,Post,UK,4326885,300734,1870,1496,Medium,2022,8,4630985,4.124142746177627,1,0
Post_725,2022-08-07,YouTube,#tech,Tweet,Canada,1944194,147872,64793,36140,Medium,2022,8,2192999,-0.5264508522484957,0,1
Post_893,2022-08-12,Instagram,#tech,Tweet,USA,410444,256366,76964,9098,Medium,2022,8,752872,-0.6566929579083256,0,1
Post_928,2022-08-09,TikTok,#tech,Reel,Brazil,1342285,474723,90043,13175,Low,2022,8,1920226,1.5505344866059567,1,1
Post_1029,2022-08-17,Instagram,#tech,Live Stream,USA,4650686,35344,74563,32695,High,2022,8,4793288,1.496210341907671,0,0
Post_1261,2022-08-17,Instagram,#tech,Video,Germany,1368137,220395,47904,42984,Low,2022,8,1679420,-0.649630900542592,0,1
Post_1370,2022-08-17,Twitter,#tech,Video,Canada,4356359,427373,98628,27675,Low,2022,8,4910035,1.9236492360457775,1,0
Post_1629,2022-08-19,TikTok,#tech,Shorts,USA,1451710,486379,30071,10948,High,2022,8,1979108,-0.5969258874936736,0,1
Post_1792,2022-08-13,Instagram,#tech,Tweet,Japan,3070332,34145,25996,24504,Medium,2022,8,3154977,0.5941408957975007,0,1
Post_1848,2022-08-07,YouTube,#tech,Tweet,Brazil,1257253,58870,45618,43369,Medium,2022,8,1405110,-0.5546370068624906,0,1
Post_1988,2022-08-04,Twitter,#tech,Reel,India,724706,424691,59898,33359,Low,2022,8,1242654,-0.1156179943207293,0,1
Post_2136,2022-08-16,YouTube,#tech,Tweet,UK,3808359,310007,69591,9596,Low,2022,8,4197553,2.377893605138679,1,0
Post_2335,2022-08-25,Twitter,#tech,Reel,UK,152589,231019,38248,15161,High,2022,8,437017,-0.8958876755099936,0,1
Post_2444,2022-08-20,TikTok,#tech,Video,Germany,4837671,346397,58957,5374,Low,2022,8,5248399,11.009599168911048,1,0
Post_2558,2022-08-14,Twitter,#tech,Post,Canada,691868,492439,22816,25718,Low,2022,8,1232841,-0.7651015100033363,0,1
Post_2658,2022-08-18,TikTok,#tech,Video,Canada,2250089,115248,20570,36323,Medium,2022,8,2422230,0.96475457905764,0,1
Post_3182,2022-08-12,TikTok,#tech,Shorts,Japan,3914990,257949,1409,41644,Medium,2022,8,4215992,0.7405415670683626,0,0
Post_3365,2022-08-18,Instagram,#tech,Reel,Brazil,528143,357050,25187,1365,Medium,2022,8,911745,-0.7837412879341327,0,1
Post_3420,2022-08-19,TikTok,#tech,Shorts,Japan,4680407,112697,33231,37377,High,2022,8,4863712,4.334509100680563,1,0
Post_3459,2022-08-18,Instagram,#tech,Post,Germany,127793,40339,80645,23618,Low,2022,8,272395,-0.9439944223671138,0,1
Post_3663,2022-08-24,Twitter,#tech,Shorts,Brazil,3684146,151211,4453,10143,Medium,2022,8,3849953,13.133713908111382,1,0
Post_3856,2022-08-25,Twitter,#tech,Tweet,UK,3182568,154491,70768,15216,Low,2022,8,3423043,-0.1108870679719986,0,1
Post_3976,2022-08-26,TikTok,#tech,Video,Germany,1600077,129716,2790,14896,Low,2022,8,1747479,-0.4894954576965583,0,1
Post_4430,2022-08-05,Twitter,#tech,Live Stream,India,3490352,413255,51747,17805,Medium,2022,8,3973159,1.273651929436634,0,0
Post_4957,2022-08-30,YouTube,#tech,Live Stream,UK,468064,18443,17310,42359,High,2022,8,546176,-0.8625335658603142,0,1
Post_18,2022-09-17,TikTok,#tech,Shorts,UK,2051091,24472,54704,41737,Medium,2022,9,2172004,2.9767474220764,1,1
Post_330,2022-09-18,YouTube,#tech,Tweet,Brazil,3073848,306268,94923,45513,Medium,2022,9,3520552,0.6208773096182143,0,1
Post_558,2022-09-20,YouTube,#tech,Video,USA,4402616,162946,44597,39590,High,2022,9,4649749,0.320744303734187,0,0
Post_1862,2022-09-24,Twitter,#tech,Live Stream,USA,1463886,297834,6037,14302,Medium,2022,9,1782059,-0.6167408176226287,0,1
Post_1872,2022-09-07,Instagram,#tech,Shorts,India,301575,492868,95534,42034,High,2022,9,932011,-0.4770032866476362,0,1
Post_2163,2022-09-30,YouTube,#tech,Reel,USA,3387703,258583,51255,46631,Low,2022,9,3744172,3.0173045167921835,1,1
Post_2261,2022-09-12,YouTube,#tech,Post,USA,1164487,190936,74111,26606,Low,2022,9,1456140,-0.6110915844678075,0,1
Post_2482,2022-09-13,TikTok,#tech,Shorts,India,4047723,238367,5924,7164,Medium,2022,9,4299178,1.9524482536019887,1,0
Post_2668,2022-09-02,Twitter,#tech,Reel,Australia,1495014,457417,92142,3572,High,2022,9,2048145,-0.5235961386106833,0,1
Post_2702,2022-09-22,Twitter,#tech,Shorts,India,4534181,203286,71736,17073,High,2022,9,4826276,1.3564132422265027,0,0
Post_3275,2022-09-28,Instagram,#tech,Post,Brazil,384054,131704,17338,882,Low,2022,9,533978,-0.8893602437987385,0,1
Post_3651,2022-09-03,YouTube,#tech,Tweet,USA,2444681,260620,26643,14661,Low,2022,9,2746605,4.143666967552971,1,1
Post_3853,2022-09-21,TikTok,#tech,Shorts,India,4447357,457067,39849,14331,Low,2022,9,4958604,0.8053575231968193,0,0
Post_4481,2022-09-06,TikTok,#tech,Reel,Germany,3284443,227209,72888,31889,Medium,2022,9,3616429,-0.2706759805784047,0,1
Post_4551,2022-09-24,TikTok,#tech,Live Stream,USA,4838253,266199,59910,11768,Low,2022,9,5176130,0.4312820741123357,0,0
Post_4751,2022-09-21,TikTok,#tech,Live Stream,UK,2617130,78201,18502,1615,High,2022,9,2715448,-0.4753903012482299,0,1
Post_97,2022-10-22,TikTok,#tech,Live Stream,UK,92085,176687,5641,22316,Medium,2022,10,296729,-0.8907255819297589,0,1
Post_265,2022-10-18,Instagram,#tech,Video,Canada,485489,265199,14446,34447,Low,2022,10,799581,1.694650674521196,1,1
Post_333,2022-10-20,TikTok,#tech,Live Stream,Japan,4297874,462449,15517,44021,Medium,2022,10,4819861,5.027983406309055,1,0
Post_660,2022-10-26,TikTok,#tech,Post,Canada,4735705,163883,66755,2312,Medium,2022,10,4968655,0.030871014745031,0,0
Post_996,2022-10-28,Instagram,#tech,Tweet,Germany,2707572,230179,53270,6352,High,2022,10,2997373,-0.396743585537736,0,1
Post_1059,2022-10-14,Instagram,#tech,Live Stream,India,4031260,489680,10003,38423,High,2022,10,4569366,0.5244569161062036,0,0
Post_1226,2022-10-26,Instagram,#tech,Reel,India,2904623,210629,93645,25652,High,2022,10,3234549,-0.2921230210055399,0,1
Post_1335,2022-10-27,TikTok,#tech,Live Stream,Germany,4511744,254344,59222,41866,Medium,2022,10,4867176,0.5047464113234952,0,0
Post_2356,2022-10-11,Twitter,#tech,Reel,Japan,901026,172427,47033,4198,Medium,2022,10,1124684,-0.7689247317130098,0,1
Post_2531,2022-10-15,Instagram,#tech,Post,Canada,4168696,113448,30625,48391,Medium,2022,10,4361160,2.8776758627312207,1,0
Post_2622,2022-10-12,TikTok,#tech,Tweet,Australia,852564,390933,8960,23869,Medium,2022,10,1276326,-0.707342541892524,0,1
Post_2807,2022-10-15,Instagram,#tech,Live Stream,UK,706597,69502,74826,29444,Low,2022,10,880369,-0.3102318686605146,0,1
Post_2876,2022-10-07,Instagram,#tech,Post,Canada,4367832,28067,57644,1618,High,2022,10,4455161,4.060560969320819,1,0
Post_3241,2022-10-09,Twitter,#tech,Shorts,Australia,1254731,269272,7945,4628,Low,2022,10,1536576,-0.6551020266158731,0,1
Post_3587,2022-10-16,Twitter,#tech,Live Stream,Japan,677450,167667,47881,20909,High,2022,10,913907,-0.4052315017285185,0,1
Post_3695,2022-10-26,Twitter,#tech,Video,UK,457477,157733,80500,34374,Low,2022,10,730084,-0.2011397220942612,0,1
Post_3748,2022-10-06,Instagram,#tech,Video,Germany,3608286,39961,57731,650,High,2022,10,3706628,4.076988401334641,1,1
Post_3830,2022-10-06,YouTube,#tech,Reel,Australia,1123373,8196,67615,20741,High,2022,10,1219925,-0.670880109900427,0,1
Post_4108,2022-10-19,Instagram,#tech,Live Stream,India,3088456,53845,23471,49774,High,2022,10,3215546,1.6358554829190315,1,1
Post_4328,2022-10-05,TikTok,#tech,Post,Australia,4594690,34250,79276,10244,High,2022,10,4718460,0.4673899860241464,0,0
Post_4500,2022-10-29,Twitter,#tech,Reel,Australia,1350154,494375,56331,39720,High,2022,10,1940580,-0.5887259826299258,0,1
Post_4619,2022-10-28,Twitter,#tech,Video,Australia,4032099,215854,31543,32321,High,2022,10,4311817,1.2219217965762814,0,0
Post_4852,2022-10-14,Instagram,#tech,Video,UK,2744334,432158,74368,12933,Low,2022,10,3263793,-0.2430585528096391,0,1
Post_142,2022-11-28,YouTube,#tech,Live Stream,Brazil,4849297,86843,16843,14705,Low,2022,11,4967688,0.522059762981292,0,0
Post_185,2022-11-25,Instagram,#tech,Video,UK,3916842,292224,72417,38211,High,2022,11,4319694,-0.1304417668742481,0,0
Post_380,2022-11-02,YouTube,#tech,Tweet,Japan,630739,396267,48676,22034,Low,2022,11,1097716,-0.7458810739834812,0,1
Post_471,2022-11-25,YouTube,#tech,Tweet,India,4867109,249339,46801,20110,Medium,2022,11,5183359,3.7219490287105215,1,0
Post_585,2022-11-06,YouTube,#tech,Video,Canada,1880584,376512,76764,34314,Medium,2022,11,2368174,-0.5431198186349817,0,1
Post_1022,2022-11-09,YouTube,#tech,Post,Brazil,102258,164931,73156,20281,High,2022,11,360626,-0.8477198043724827,0,1
Post_1128,2022-11-30,TikTok,#tech,Reel,Australia,2221223,69758,80790,38108,Medium,2022,11,2409879,5.682488228802138,1,1
Post_1180,2022-11-12,Instagram,#tech,Post,Germany,2836169,142049,19440,32540,High,2022,11,3030198,0.2574066996724731,0,1
Post_1938,2022-11-18,Instagram,#tech,Tweet,India,1381662,487591,42788,34702,High,2022,11,1946743,-0.3575525427711324,0,1
Post_2001,2022-11-19,YouTube,#tech,Live Stream,Japan,4122674,52898,32678,40984,High,2022,11,4249234,1.1827400946093038,0,0
Post_2202,2022-11-18,Twitter,#tech,Live Stream,USA,1551796,454815,86874,2310,High,2022,11,2095795,-0.5067828695713157,0,1
Post_2705,2022-11-24,YouTube,#tech,Tweet,UK,4154463,105892,47232,43534,High,2022,11,4351121,1.0761195632206393,0,0
Post_2852,2022-11-12,YouTube,#tech,Video,Australia,1189401,477715,32182,43920,Low,2022,11,1743218,-0.5993634743782119,0,1
Post_2935,2022-11-06,Instagram,#tech,Live Stream,Germany,3184440,427144,76762,16306,High,2022,11,3704652,1.125179983226424,0,1
Post_3402,2022-11-09,Instagram,#tech,Tweet,Brazil,2822791,420187,28350,34025,Medium,2022,11,3305353,-0.1077831332065737,0,1
Post_3403,2022-11-20,Twitter,#tech,Reel,UK,2810102,297792,47612,16868,High,2022,11,3172374,-0.0402314064488724,0,1
Post_3565,2022-11-02,TikTok,#tech,Tweet,Germany,4938028,177276,29744,27085,Low,2022,11,5172133,0.6303667222086677,0,0
Post_4154,2022-11-06,YouTube,#tech,Reel,Brazil,4398694,322036,76714,7781,High,2022,11,4805225,-0.0709393977301048,0,0
Post_4242,2022-11-26,TikTok,#tech,Live Stream,Canada,239750,232397,49163,20748,High,2022,11,542058,-0.8871940439833723,0,1
Post_4316,2022-11-27,YouTube,#tech,Reel,India,2932639,87828,55827,27573,Medium,2022,11,3103867,4.726079128063787,1,1
Post_4363,2022-11-19,TikTok,#tech,Live Stream,Brazil,4012898,181340,98327,31111,Low,2022,11,4323676,0.3929965426997999,0,0
Post_4373,2022-11-09,YouTube,#tech,Live Stream,Australia,387184,220530,48240,40769,Medium,2022,11,696723,-0.8388586471326713,0,1
Post_4761,2022-11-15,Instagram,#tech,Live Stream,Brazil,1650036,304588,15654,19851,High,2022,11,1990129,1.8564135244566349,1,1
Post_4886,2022-11-02,YouTube,#tech,Shorts,Brazil,2927287,75168,47737,45281,Medium,2022,11,3095473,0.5554132420561682,0,1
Post_4964,2022-11-21,Twitter,#tech,Live Stream,India,3503515,468859,41272,8727,Medium,2022,11,4022373,0.29943727501419,0,0
Post_98,2022-12-18,TikTok,#tech,Post,Australia,3843536,90333,10903,30677,Medium,2022,12,3975449,-0.0116657505407877,0,0
Post_1238,2022-12-13,TikTok,#tech,Tweet,Japan,3206060,426226,17467,29795,High,2022,12,3679548,-0.0744320955947366,0,1
Post_1239,2022-12-30,TikTok,#tech,Post,Japan,1655182,289945,93775,32084,High,2022,12,2070986,-0.437162934142998,0,1
Post_1388,2022-12-05,YouTube,#tech,Shorts,Brazil,4256215,226028,42182,44655,Low,2022,12,4569080,1.2062341319545378,0,0
Post_1529,2022-12-18,Instagram,#tech,Shorts,India,4854421,486650,86108,46638,Medium,2022,12,5473817,0.1980129479019845,0,0
Post_2429,2022-12-30,Twitter,#tech,Shorts,Canada,2668217,489199,86017,44585,Medium,2022,12,3288018,-0.3993189761367616,0,1
Post_2768,2022-12-18,TikTok,#tech,Video,Japan,4199267,328742,88715,29237,Medium,2022,12,4645961,0.4129974349288843,0,0
Post_3323,2022-12-14,TikTok,#tech,Tweet,Brazil,3546258,423159,10438,983,Medium,2022,12,3980838,-0.1431615547353927,0,0
Post_3525,2022-12-19,Twitter,#tech,Shorts,Australia,3253298,205897,11621,24056,Medium,2022,12,3494872,-0.122076306546511,0,1
Post_3649,2022-12-15,TikTok,#tech,Live Stream,Canada,150156,346163,53670,17309,Low,2022,12,567298,-0.8376770308039894,0,1
Post_3700,2022-12-15,TikTok,#tech,Shorts,India,2711553,160878,41722,11012,Medium,2022,12,2925165,4.156311145112445,1,1
Post_4038,2022-12-10,Twitter,#tech,Video,USA,4274005,260121,42176,33715,High,2022,12,4610017,0.5759852863000892,0,0
Post_4220,2022-12-15,TikTok,#tech,Video,Brazil,3545322,276967,4261,27752,Low,2022,12,3854302,-0.163928896574568,0,0
Post_4412,2022-12-23,YouTube,#tech,Tweet,USA,2721832,396009,59393,23579,Low,2022,12,3200813,-0.1695479492784944,0,1
Post_4417,2022-12-02,YouTube,#tech,Live Stream,UK,3524926,301463,22012,41393,High,2022,12,3889794,0.2152518750704899,0,0
Post_4835,2022-12-19,TikTok,#tech,Tweet,Canada,1546650,182765,62879,44269,Low,2022,12,1836563,-0.5278508322034534,0,1
Post_295,2023-01-04,Instagram,#tech,Reel,Canada,70424,392371,44740,10705,Low,2023,1,518240,-0.717820733620355,0,2
Post_383,2023-01-20,YouTube,#tech,Reel,USA,3044031,327478,80291,4748,Low,2023,1,3456548,5.6697823402284655,1,2
Post_719,2023-01-07,TikTok,#tech,Video,Brazil,3741285,240172,97499,49443,Medium,2023,1,4128399,0.1943705106944848,0,0
Post_894,2023-01-03,Twitter,#tech,Live Stream,Germany,2034778,167327,83115,26341,Low,2023,1,2311561,-0.4400829474089108,0,2
Post_1104,2023-01-03,TikTok,#tech,Live Stream,Germany,2919564,36753,49519,6372,High,2023,1,3012208,0.3031055637294451,0,2
Post_1625,2023-01-20,Instagram,#tech,Video,Brazil,4003118,146736,23416,41111,Medium,2023,1,4214381,0.3991002613365344,0,0
Post_2000,2023-01-02,Instagram,#tech,Video,USA,3921281,438744,24576,42634,Low,2023,1,4427235,0.0505065868510701,0,0
Post_2184,2023-01-28,Twitter,#tech,Post,Japan,1746095,162903,81213,47445,Low,2023,1,2037656,-0.5397452360220318,0,2
Post_3060,2023-01-02,Twitter,#tech,Video,Germany,50092,58484,34868,16745,Medium,2023,1,160189,-0.9213856509636564,0,2
Post_3097,2023-01-15,Instagram,#tech,Video,Germany,3837949,316369,65626,27325,Medium,2023,1,4247269,25.514111455842787,1,0
Post_3284,2023-01-24,TikTok,#tech,Live Stream,Brazil,3269635,169488,24750,4980,Low,2023,1,3468853,-0.1832744759043988,0,2
Post_3316,2023-01-10,Twitter,#tech,Reel,Australia,3815471,51239,41476,48395,High,2023,1,3956581,0.1406020952747204,0,0
Post_3396,2023-01-30,Instagram,#tech,Live Stream,USA,4053392,221994,56470,5057,Low,2023,1,4336913,0.0961264283481115,0,0
Post_3566,2023-01-02,Instagram,#tech,Shorts,Canada,898472,379417,26812,46208,Medium,2023,1,1350909,-0.6885090846876569,0,2
Post_3626,2023-01-12,Instagram,#tech,Tweet,Canada,3620053,417221,33890,43836,Low,2023,1,4115000,2.0460971094278,1,0
Post_4050,2023-01-18,YouTube,#tech,Reel,Canada,3837701,34026,11671,48725,Low,2023,1,3932123,-0.0444415552855407,0,0
Post_4188,2023-01-13,Twitter,#tech,Live Stream,USA,2638135,259465,26123,9244,Medium,2023,1,2932967,-0.2541009017266245,0,2
Post_4218,2023-01-29,Instagram,#tech,Post,Japan,4498429,435775,48777,14555,Low,2023,1,4997536,0.7039182506997181,0,0
Post_4326,2023-01-09,Instagram,#tech,Reel,Germany,4821524,61393,87511,45741,Low,2023,1,5016169,0.0037284373739379,0,0
Post_4358,2023-01-02,YouTube,#tech,Video,Brazil,3354640,123496,73616,39633,Low,2023,1,3591385,-0.2840382770197734,0,0
Post_4689,2023-01-22,TikTok,#tech,Shorts,Brazil,826021,58506,48743,43924,Low,2023,1,977194,-0.7279060863705784,0,2
Post_147,2023-02-13,TikTok,#tech,Shorts,UK,636824,363548,17456,8176,Low,2023,2,1026004,0.0499491400888667,0,2
Post_441,2023-02-04,TikTok,#tech,Shorts,Canada,3868012,260982,45275,9713,Low,2023,2,4183982,3.0779392672933046,1,0
Post_997,2023-02-26,YouTube,#tech,Post,Japan,3249574,165175,61456,274,Low,2023,2,3476479,-0.1690980028116755,0,2
Post_1833,2023-02-08,TikTok,#tech,Shorts,USA,2928219,484249,4371,32276,Medium,2023,2,3449115,-0.0078711823083067,0,2
Post_1973,2023-02-14,Twitter,#tech,Video,Germany,1940236,125022,92019,17019,High,2023,2,2174296,-0.3696075659988141,0,2
Post_2427,2023-02-12,Instagram,#tech,Live Stream,India,4466621,479028,75159,13063,Low,2023,2,5033871,1.3151728191561776,0,0
Post_2443,2023-02-15,YouTube,#tech,Video,USA,3691681,86388,36191,49207,Medium,2023,2,3863467,-0.2325057594841028,0,0
Post_2513,2023-02-02,Instagram,#tech,Tweet,Germany,1814986,411569,12811,40638,Medium,2023,2,2280004,-0.4098554484870713,0,2
Post_3140,2023-02-25,Instagram,#tech,Live Stream,UK,1800642,446765,97999,9762,Low,2023,2,2355168,0.0329666088305107,0,2
Post_3764,2023-02-11,Instagram,#tech,Live Stream,Germany,3215735,372038,50812,33493,Low,2023,2,3672078,0.5591575632821097,0,0
Post_3866,2023-02-17,Twitter,#tech,Post,Australia,399911,87132,81048,3953,High,2023,2,572044,-0.844217906046658,0,2
Post_4079,2023-02-14,Twitter,#tech,Live Stream,Japan,2208731,195436,5790,30276,Low,2023,2,2440233,3.265813468894001,1,2
Post_4524,2023-02-14,TikTok,#tech,Video,USA,732664,298982,59897,20996,Medium,2023,2,1112539,-0.5440849295948379,0,2
Post_4883,2023-02-12,TikTok,#tech,Reel,India,2783646,442401,9749,39725,Low,2023,2,3275521,1.9441853274357124,1,2
Post_4922,2023-02-07,YouTube,#tech,Post,Brazil,3806034,9672,65313,8739,Medium,2023,2,3889758,0.1875234504678797,0,0
Post_302,2023-03-10,TikTok,#tech,Tweet,Japan,3763770,75074,87283,26590,Medium,2023,3,3952717,0.0161858398388794,0,0
Post_354,2023-03-22,YouTube,#tech,Live Stream,USA,2711504,428947,52195,4775,High,2023,3,3197421,-0.191082741314392,0,2
Post_690,2023-03-13,Instagram,#tech,Live Stream,Australia,490952,347826,72833,14756,Low,2023,3,926367,-0.7102768137195571,0,2
Post_935,2023-03-06,Instagram,#tech,Reel,Australia,1420653,40254,15175,14173,Medium,2023,3,1490255,0.6087090753448687,0,2
